Time (CET),Team 1,Team 2,Score,date,link,season
4:15 PM,Rethymno Cretan Kings,AEK Athens,75 - 67,"Sunday, October 27, 2019",https://www.proballers.com/basketball/game/425842/rethymno-cretan-kings-aek-athens-2019-10-27,2019
5:00 PM,Ifaistos limnou,Rethymno Cretan Kings,66 - 50,"Saturday, September 28, 2019",https://www.proballers.com/basketball/game/425820/ifaistos-limnou-rethymno-cretan-kings-2019-09-28,2019
5:00 PM,AO Ionikos Nikaias,Lavrio,90 - 94,"Saturday, September 28, 2019",https://www.proballers.com/basketball/game/425821/ao-ionikos-nikaias-lavrio-2019-09-28,2019
5:00 PM,Kolossos H Hotels,Panionios,89 - 61,"Saturday, September 28, 2019",https://www.proballers.com/basketball/game/425822/kolossos-h-hotels-panionios-2019-09-28,2019
5:00 PM,Panathinaikos,AEK Athens,89 - 68,"Saturday, September 28, 2019",https://www.proballers.com/basketball/game/425823/panathinaikos-aek-athens-2019-09-28,2019
5:00 PM,Peristeri,Iraklis,75 - 59,"Saturday, September 28, 2019",https://www.proballers.com/basketball/game/425975/peristeri-iraklis-2019-09-28,2019
5:45 PM,Ermis Agias,Promitheas Patras,69 - 96,"Saturday, September 28, 2019",https://www.proballers.com/basketball/game/430579/ermis-agias-promitheas-patras-2019-09-28,2019
5:45 PM,Aris BC,PAOK,85 - 82,"Sunday, September 29, 2019",https://www.proballers.com/basketball/game/425819/aris-bc-paok-2019-09-29,2019
3:45 PM,Rethymno Cretan Kings,Peristeri,60 - 79,"Saturday, October 5, 2019",https://www.proballers.com/basketball/game/425824/rethymno-cretan-kings-peristeri-2019-10-05,2019
3:45 PM,Panionios,Ifaistos limnou,69 - 83,"Saturday, October 5, 2019",https://www.proballers.com/basketball/game/425828/panionios-ifaistos-limnou-2019-10-05,2019
3:45 PM,Promitheas Patras,AO Ionikos Nikaias,87 - 80,"Saturday, October 5, 2019",https://www.proballers.com/basketball/game/425829/promitheas-patras-ao-ionikos-nikaias-2019-10-05,2019
4:15 PM,PAOK,Ermis Agias,87 - 61,"Saturday, October 5, 2019",https://www.proballers.com/basketball/game/430580/paok-ermis-agias-2019-10-05,2019
6:15 PM,Iraklis,Aris BC,82 - 66,"Saturday, October 5, 2019",https://www.proballers.com/basketball/game/425826/iraklis-aris-bc-2019-10-05,2019
5:00 PM,AEK Athens,Kolossos H Hotels,93 - 69,"Sunday, October 6, 2019",https://www.proballers.com/basketball/game/425825/aek-athens-kolossos-h-hotels-2019-10-06,2019
5:00 PM,Lavrio,Panathinaikos,81 - 112,"Sunday, October 6, 2019",https://www.proballers.com/basketball/game/425827/lavrio-panathinaikos-2019-10-06,2019
5:00 PM,Peristeri,Panionios,95 - 69,"Saturday, October 12, 2019",https://www.proballers.com/basketball/game/425830/peristeri-panionios-2019-10-12,2019
5:00 PM,Ifaistos limnou,AEK Athens,72 - 68,"Saturday, October 12, 2019",https://www.proballers.com/basketball/game/425831/ifaistos-limnou-aek-athens-2019-10-12,2019
5:00 PM,AO Ionikos Nikaias,PAOK,83 - 66,"Saturday, October 12, 2019",https://www.proballers.com/basketball/game/425832/ao-ionikos-nikaias-paok-2019-10-12,2019
5:00 PM,Iraklis,Rethymno Cretan Kings,74 - 56,"Saturday, October 12, 2019",https://www.proballers.com/basketball/game/425833/iraklis-rethymno-cretan-kings-2019-10-12,2019
5:00 PM,Kolossos H Hotels,Lavrio,73 - 74,"Saturday, October 12, 2019",https://www.proballers.com/basketball/game/425834/kolossos-h-hotels-lavrio-2019-10-12,2019
6:00 PM,Ermis Agias,Aris BC,92 - 78,"Sunday, October 13, 2019",https://www.proballers.com/basketball/game/430581/ermis-agias-aris-bc-2019-10-13,2019
7:00 PM,Panathinaikos,Promitheas Patras,99 - 68,"Sunday, October 13, 2019",https://www.proballers.com/basketball/game/425835/panathinaikos-promitheas-patras-2019-10-13,2019
3:45 PM,Ermis Agias,Iraklis,74 - 87,"Saturday, October 19, 2019",https://www.proballers.com/basketball/game/430582/ermis-agias-iraklis-2019-10-19,2019
5:00 PM,Promitheas Patras,Kolossos H Hotels,81 - 80,"Saturday, October 19, 2019",https://www.proballers.com/basketball/game/425836/promitheas-patras-kolossos-h-hotels-2019-10-19,2019
5:00 PM,AEK Athens,Peristeri,90 - 91,"Saturday, October 19, 2019",https://www.proballers.com/basketball/game/425837/aek-athens-peristeri-2019-10-19,2019
5:00 PM,Aris BC,AO Ionikos Nikaias,72 - 77,"Saturday, October 19, 2019",https://www.proballers.com/basketball/game/425838/aris-bc-ao-ionikos-nikaias-2019-10-19,2019
5:00 PM,Panionios,Rethymno Cretan Kings,70 - 67,"Saturday, October 19, 2019",https://www.proballers.com/basketball/game/425840/panionios-rethymno-cretan-kings-2019-10-19,2019
5:00 PM,PAOK,Panathinaikos,88 - 104,"Saturday, October 19, 2019",https://www.proballers.com/basketball/game/425841/paok-panathinaikos-2019-10-19,2019
5:45 PM,Lavrio,Ifaistos limnou,66 - 61,"Sunday, October 20, 2019",https://www.proballers.com/basketball/game/425839/lavrio-ifaistos-limnou-2019-10-20,2019
3:45 PM,AO Ionikos Nikaias,Ermis Agias,68 - 64,"Saturday, October 26, 2019",https://www.proballers.com/basketball/game/430583/ao-ionikos-nikaias-ermis-agias-2019-10-26,2019
5:00 PM,Ifaistos limnou,Promitheas Patras,72 - 75,"Saturday, October 26, 2019",https://www.proballers.com/basketball/game/425843/ifaistos-limnou-promitheas-patras-2019-10-26,2019
5:00 PM,Iraklis,Panionios,96 - 101,"Saturday, October 26, 2019",https://www.proballers.com/basketball/game/425844/iraklis-panionios-2019-10-26,2019
5:00 PM,Kolossos H Hotels,PAOK,87 - 66,"Saturday, October 26, 2019",https://www.proballers.com/basketball/game/425845/kolossos-h-hotels-paok-2019-10-26,2019
5:00 PM,Peristeri,Lavrio,88 - 62,"Saturday, October 26, 2019",https://www.proballers.com/basketball/game/425847/peristeri-lavrio-2019-10-26,2019
7:00 PM,Panathinaikos,Aris BC,108 - 86,"Saturday, October 26, 2019",https://www.proballers.com/basketball/game/425846/panathinaikos-aris-bc-2019-10-26,2019
4:15 PM,Rethymno Cretan Kings,AEK Athens,75 - 67,"Sunday, October 27, 2019",https://www.proballers.com/basketball/game/425842/rethymno-cretan-kings-aek-athens-2019-10-27,2019
5:00 PM,Ifaistos limnou,Rethymno Cretan Kings,66 - 50,"Saturday, September 28, 2019",https://www.proballers.com/basketball/game/425820/ifaistos-limnou-rethymno-cretan-kings-2019-09-28,2019
5:00 PM,AO Ionikos Nikaias,Lavrio,90 - 94,"Saturday, September 28, 2019",https://www.proballers.com/basketball/game/425821/ao-ionikos-nikaias-lavrio-2019-09-28,2019
5:00 PM,Kolossos H Hotels,Panionios,89 - 61,"Saturday, September 28, 2019",https://www.proballers.com/basketball/game/425822/kolossos-h-hotels-panionios-2019-09-28,2019
5:00 PM,Panathinaikos,AEK Athens,89 - 68,"Saturday, September 28, 2019",https://www.proballers.com/basketball/game/425823/panathinaikos-aek-athens-2019-09-28,2019
5:00 PM,Peristeri,Iraklis,75 - 59,"Saturday, September 28, 2019",https://www.proballers.com/basketball/game/425975/peristeri-iraklis-2019-09-28,2019
5:45 PM,Ermis Agias,Promitheas Patras,69 - 96,"Saturday, September 28, 2019",https://www.proballers.com/basketball/game/430579/ermis-agias-promitheas-patras-2019-09-28,2019
5:45 PM,Aris BC,PAOK,85 - 82,"Sunday, September 29, 2019",https://www.proballers.com/basketball/game/425819/aris-bc-paok-2019-09-29,2019
3:45 PM,Rethymno Cretan Kings,Peristeri,60 - 79,"Saturday, October 5, 2019",https://www.proballers.com/basketball/game/425824/rethymno-cretan-kings-peristeri-2019-10-05,2019
3:45 PM,Panionios,Ifaistos limnou,69 - 83,"Saturday, October 5, 2019",https://www.proballers.com/basketball/game/425828/panionios-ifaistos-limnou-2019-10-05,2019
3:45 PM,Promitheas Patras,AO Ionikos Nikaias,87 - 80,"Saturday, October 5, 2019",https://www.proballers.com/basketball/game/425829/promitheas-patras-ao-ionikos-nikaias-2019-10-05,2019
4:15 PM,PAOK,Ermis Agias,87 - 61,"Saturday, October 5, 2019",https://www.proballers.com/basketball/game/430580/paok-ermis-agias-2019-10-05,2019
6:15 PM,Iraklis,Aris BC,82 - 66,"Saturday, October 5, 2019",https://www.proballers.com/basketball/game/425826/iraklis-aris-bc-2019-10-05,2019
5:00 PM,AEK Athens,Kolossos H Hotels,93 - 69,"Sunday, October 6, 2019",https://www.proballers.com/basketball/game/425825/aek-athens-kolossos-h-hotels-2019-10-06,2019
5:00 PM,Lavrio,Panathinaikos,81 - 112,"Sunday, October 6, 2019",https://www.proballers.com/basketball/game/425827/lavrio-panathinaikos-2019-10-06,2019
5:00 PM,Peristeri,Panionios,95 - 69,"Saturday, October 12, 2019",https://www.proballers.com/basketball/game/425830/peristeri-panionios-2019-10-12,2019
5:00 PM,Ifaistos limnou,AEK Athens,72 - 68,"Saturday, October 12, 2019",https://www.proballers.com/basketball/game/425831/ifaistos-limnou-aek-athens-2019-10-12,2019
5:00 PM,AO Ionikos Nikaias,PAOK,83 - 66,"Saturday, October 12, 2019",https://www.proballers.com/basketball/game/425832/ao-ionikos-nikaias-paok-2019-10-12,2019
5:00 PM,Iraklis,Rethymno Cretan Kings,74 - 56,"Saturday, October 12, 2019",https://www.proballers.com/basketball/game/425833/iraklis-rethymno-cretan-kings-2019-10-12,2019
5:00 PM,Kolossos H Hotels,Lavrio,73 - 74,"Saturday, October 12, 2019",https://www.proballers.com/basketball/game/425834/kolossos-h-hotels-lavrio-2019-10-12,2019
6:00 PM,Ermis Agias,Aris BC,92 - 78,"Sunday, October 13, 2019",https://www.proballers.com/basketball/game/430581/ermis-agias-aris-bc-2019-10-13,2019
7:00 PM,Panathinaikos,Promitheas Patras,99 - 68,"Sunday, October 13, 2019",https://www.proballers.com/basketball/game/425835/panathinaikos-promitheas-patras-2019-10-13,2019
3:45 PM,Ermis Agias,Iraklis,74 - 87,"Saturday, October 19, 2019",https://www.proballers.com/basketball/game/430582/ermis-agias-iraklis-2019-10-19,2019
5:00 PM,Promitheas Patras,Kolossos H Hotels,81 - 80,"Saturday, October 19, 2019",https://www.proballers.com/basketball/game/425836/promitheas-patras-kolossos-h-hotels-2019-10-19,2019
5:00 PM,AEK Athens,Peristeri,90 - 91,"Saturday, October 19, 2019",https://www.proballers.com/basketball/game/425837/aek-athens-peristeri-2019-10-19,2019
5:00 PM,Aris BC,AO Ionikos Nikaias,72 - 77,"Saturday, October 19, 2019",https://www.proballers.com/basketball/game/425838/aris-bc-ao-ionikos-nikaias-2019-10-19,2019
5:00 PM,Panionios,Rethymno Cretan Kings,70 - 67,"Saturday, October 19, 2019",https://www.proballers.com/basketball/game/425840/panionios-rethymno-cretan-kings-2019-10-19,2019
5:00 PM,PAOK,Panathinaikos,88 - 104,"Saturday, October 19, 2019",https://www.proballers.com/basketball/game/425841/paok-panathinaikos-2019-10-19,2019
5:45 PM,Lavrio,Ifaistos limnou,66 - 61,"Sunday, October 20, 2019",https://www.proballers.com/basketball/game/425839/lavrio-ifaistos-limnou-2019-10-20,2019
3:45 PM,AO Ionikos Nikaias,Ermis Agias,68 - 64,"Saturday, October 26, 2019",https://www.proballers.com/basketball/game/430583/ao-ionikos-nikaias-ermis-agias-2019-10-26,2019
5:00 PM,Ifaistos limnou,Promitheas Patras,72 - 75,"Saturday, October 26, 2019",https://www.proballers.com/basketball/game/425843/ifaistos-limnou-promitheas-patras-2019-10-26,2019
5:00 PM,Iraklis,Panionios,96 - 101,"Saturday, October 26, 2019",https://www.proballers.com/basketball/game/425844/iraklis-panionios-2019-10-26,2019
5:00 PM,Kolossos H Hotels,PAOK,87 - 66,"Saturday, October 26, 2019",https://www.proballers.com/basketball/game/425845/kolossos-h-hotels-paok-2019-10-26,2019
5:00 PM,Peristeri,Lavrio,88 - 62,"Saturday, October 26, 2019",https://www.proballers.com/basketball/game/425847/peristeri-lavrio-2019-10-26,2019
7:00 PM,Panathinaikos,Aris BC,108 - 86,"Saturday, October 26, 2019",https://www.proballers.com/basketball/game/425846/panathinaikos-aris-bc-2019-10-26,2019
4:15 PM,Rethymno Cretan Kings,AEK Athens,75 - 67,"Sunday, October 27, 2019",https://www.proballers.com/basketball/game/425842/rethymno-cretan-kings-aek-athens-2019-10-27,2019
3:45 PM,Aris BC,Kolossos H Hotels,85 - 87,"Saturday, November 2, 2019",https://www.proballers.com/basketball/game/425850/aris-bc-kolossos-h-hotels-2019-11-02,2019
3:45 PM,AO Ionikos Nikaias,Iraklis,88 - 74,"Saturday, November 2, 2019",https://www.proballers.com/basketball/game/425851/ao-ionikos-nikaias-iraklis-2019-11-02,2019
3:45 PM,Lavrio,Rethymno Cretan Kings,86 - 78,"Saturday, November 2, 2019",https://www.proballers.com/basketball/game/425852/lavrio-rethymno-cretan-kings-2019-11-02,2019
3:45 PM,PAOK,Ifaistos limnou,94 - 74,"Saturday, November 2, 2019",https://www.proballers.com/basketball/game/425853/paok-ifaistos-limnou-2019-11-02,2019
5:00 PM,AEK Athens,Panionios,91 - 61,"Saturday, November 2, 2019",https://www.proballers.com/basketball/game/425849/aek-athens-panionios-2019-11-02,2019
5:45 PM,Promitheas Patras,Peristeri,64 - 60,"Saturday, November 2, 2019",https://www.proballers.com/basketball/game/425848/promitheas-patras-peristeri-2019-11-02,2019
5:45 PM,Ermis Agias,Panathinaikos,68 - 110,"Sunday, November 3, 2019",https://www.proballers.com/basketball/game/430584/ermis-agias-panathinaikos-2019-11-03,2019
3:45 PM,Kolossos H Hotels,Ermis Agias,80 - 83,"Saturday, November 16, 2019",https://www.proballers.com/basketball/game/430585/kolossos-h-hotels-ermis-agias-2019-11-16,2019
5:00 PM,Rethymno Cretan Kings,Promitheas Patras,70 - 63,"Saturday, November 16, 2019",https://www.proballers.com/basketball/game/425854/rethymno-cretan-kings-promitheas-patras-2019-11-16,2019
5:00 PM,Ifaistos limnou,Aris BC,85 - 59,"Saturday, November 16, 2019",https://www.proballers.com/basketball/game/425855/ifaistos-limnou-aris-bc-2019-11-16,2019
5:00 PM,Iraklis,AEK Athens,68 - 77,"Saturday, November 16, 2019",https://www.proballers.com/basketball/game/425856/iraklis-aek-athens-2019-11-16,2019
5:00 PM,Panathinaikos,AO Ionikos Nikaias,107 - 71,"Saturday, November 16, 2019",https://www.proballers.com/basketball/game/425857/panathinaikos-ao-ionikos-nikaias-2019-11-16,2019
5:00 PM,Panionios,Lavrio,71 - 77,"Saturday, November 16, 2019",https://www.proballers.com/basketball/game/425858/panionios-lavrio-2019-11-16,2019
4:45 PM,Peristeri,PAOK,80 - 75,"Sunday, November 17, 2019",https://www.proballers.com/basketball/game/425859/peristeri-paok-2019-11-17,2019
3:45 PM,Ermis Agias,Ifaistos limnou,58 - 63,"Saturday, November 23, 2019",https://www.proballers.com/basketball/game/430586/ermis-agias-ifaistos-limnou-2019-11-23,2019
5:00 PM,Promitheas Patras,Panionios,87 - 76,"Saturday, November 23, 2019",https://www.proballers.com/basketball/game/425860/promitheas-patras-panionios-2019-11-23,2019
5:00 PM,AO Ionikos Nikaias,Kolossos H Hotels,79 - 86,"Saturday, November 23, 2019",https://www.proballers.com/basketball/game/425862/ao-ionikos-nikaias-kolossos-h-hotels-2019-11-23,2019
5:00 PM,Lavrio,AEK Athens,60 - 73,"Saturday, November 23, 2019",https://www.proballers.com/basketball/game/425863/lavrio-aek-athens-2019-11-23,2019
5:00 PM,PAOK,Rethymno Cretan Kings,78 - 56,"Saturday, November 23, 2019",https://www.proballers.com/basketball/game/425865/paok-rethymno-cretan-kings-2019-11-23,2019
5:00 PM,Aris BC,Peristeri,72 - 59,"Sunday, November 24, 2019",https://www.proballers.com/basketball/game/425861/aris-bc-peristeri-2019-11-24,2019
7:00 PM,Panathinaikos,Iraklis,130 - 81,"Monday, November 25, 2019",https://www.proballers.com/basketball/game/425864/panathinaikos-iraklis-2019-11-25,2019
3:30 PM,Ifaistos limnou,AO Ionikos Nikaias,68 - 79,"Saturday, November 30, 2019",https://www.proballers.com/basketball/game/425868/ifaistos-limnou-ao-ionikos-nikaias-2019-11-30,2019
4:15 PM,Rethymno Cretan Kings,Aris BC,70 - 63,"Saturday, November 30, 2019",https://www.proballers.com/basketball/game/425866/rethymno-cretan-kings-aris-bc-2019-11-30,2019
4:45 PM,Peristeri,Ermis Agias,101 - 63,"Saturday, November 30, 2019",https://www.proballers.com/basketball/game/430587/peristeri-ermis-agias-2019-11-30,2019
5:00 PM,AEK Athens,Promitheas Patras,73 - 68,"Saturday, November 30, 2019",https://www.proballers.com/basketball/game/425867/aek-athens-promitheas-patras-2019-11-30,2019
5:00 PM,Iraklis,Lavrio,92 - 62,"Saturday, November 30, 2019",https://www.proballers.com/basketball/game/425869/iraklis-lavrio-2019-11-30,2019
7:00 PM,Panionios,PAOK,97 - 87,"Saturday, November 30, 2019",https://www.proballers.com/basketball/game/425871/panionios-paok-2019-11-30,2019
3:30 PM,Kolossos H Hotels,Panathinaikos,69 - 103,"Sunday, December 1, 2019",https://www.proballers.com/basketball/game/425870/kolossos-h-hotels-panathinaikos-2019-12-01,2019
3:30 PM,Kolossos H Hotels,Iraklis,86 - 88,"Saturday, December 7, 2019",https://www.proballers.com/basketball/game/425875/kolossos-h-hotels-iraklis-2019-12-07,2019
3:30 PM,PAOK,AEK Athens,67 - 71,"Saturday, December 7, 2019",https://www.proballers.com/basketball/game/425877/paok-aek-athens-2019-12-07,2019
3:45 PM,AO Ionikos Nikaias,Peristeri,100 - 95,"Saturday, December 7, 2019",https://www.proballers.com/basketball/game/425874/ao-ionikos-nikaias-peristeri-2019-12-07,2019
3:45 PM,Ermis Agias,Rethymno Cretan Kings,82 - 65,"Saturday, December 7, 2019",https://www.proballers.com/basketball/game/430588/ermis-agias-rethymno-cretan-kings-2019-12-07,2019
5:45 PM,Promitheas Patras,Lavrio,77 - 66,"Saturday, December 7, 2019",https://www.proballers.com/basketball/game/425872/promitheas-patras-lavrio-2019-12-07,2019
5:00 PM,Aris BC,Panionios,80 - 86,"Sunday, December 8, 2019",https://www.proballers.com/basketball/game/425873/aris-bc-panionios-2019-12-08,2019
7:00 PM,Panathinaikos,Ifaistos limnou,87 - 74,"Monday, December 9, 2019",https://www.proballers.com/basketball/game/425876/panathinaikos-ifaistos-limnou-2019-12-09,2019
3:45 PM,Panionios,Ermis Agias,74 - 71,"Saturday, December 14, 2019",https://www.proballers.com/basketball/game/430589/panionios-ermis-agias-2019-12-14,2019
5:00 PM,Rethymno Cretan Kings,AO Ionikos Nikaias,90 - 76,"Saturday, December 14, 2019",https://www.proballers.com/basketball/game/425878/rethymno-cretan-kings-ao-ionikos-nikaias-2019-12-14,2019
5:00 PM,AEK Athens,Aris BC,92 - 79,"Saturday, December 14, 2019",https://www.proballers.com/basketball/game/425879/aek-athens-aris-bc-2019-12-14,2019
5:00 PM,Ifaistos limnou,Kolossos H Hotels,72 - 64,"Saturday, December 14, 2019",https://www.proballers.com/basketball/game/425880/ifaistos-limnou-kolossos-h-hotels-2019-12-14,2019
5:00 PM,Iraklis,Promitheas Patras,70 - 72,"Saturday, December 14, 2019",https://www.proballers.com/basketball/game/425881/iraklis-promitheas-patras-2019-12-14,2019
5:00 PM,Lavrio,PAOK,92 - 88,"Saturday, December 14, 2019",https://www.proballers.com/basketball/game/425882/lavrio-paok-2019-12-14,2019
7:00 PM,Peristeri,Panathinaikos,82 - 78,"Sunday, December 15, 2019",https://www.proballers.com/basketball/game/425883/peristeri-panathinaikos-2019-12-15,2019
3:30 PM,Kolossos H Hotels,Peristeri,101 - 84,"Saturday, December 21, 2019",https://www.proballers.com/basketball/game/425888/kolossos-h-hotels-peristeri-2019-12-21,2019
3:45 PM,Aris BC,Lavrio,81 - 70,"Saturday, December 21, 2019",https://www.proballers.com/basketball/game/425885/aris-bc-lavrio-2019-12-21,2019
3:45 PM,AO Ionikos Nikaias,Panionios,108 - 74,"Saturday, December 21, 2019",https://www.proballers.com/basketball/game/425887/ao-ionikos-nikaias-panionios-2019-12-21,2019
5:00 PM,Ifaistos limnou,Iraklis,79 - 65,"Saturday, December 21, 2019",https://www.proballers.com/basketball/game/425886/ifaistos-limnou-iraklis-2019-12-21,2019
5:45 PM,PAOK,Promitheas Patras,86 - 90,"Saturday, December 21, 2019",https://www.proballers.com/basketball/game/425884/paok-promitheas-patras-2019-12-21,2019
